Variedad;Productor;Fecha_cosecha;Sigla;Evaluacion;Color;Tratamiento;Repetici—n;N_Bayas;Peso;Calibre_Ecuatorial;Calibre_polar;Color pag y dato;L*;a*;b*;c;h;TSS;PH;Gasto;Acidez_titulable;Firmeza
AL;Los Bronces;6-Mar;V 0h T0 R2;E00;V;0h;R2;7;11.13;24.78;30.55;0(00-39);439.1818077;48.60251578;8.199565688;49.28932357;9.576005688;;;;;252.9
AL;Los Bronces;6-Mar;V 0h T0 R2;E00;V;0h;R2;8;9.71;22.88;28.2;0(00-39);432.892624;42.69726049;7.54927876;43.35951641;10.02680719;;;;;353.4
AL;Los Bronces;6-Mar;V 0h T0 R2;E00;V;0h;R2;9;9.83;21.74;32.05;0(00-39);432.8668018;32.76326539;2.052594405;32.82749918;3.584853116;;;;;317.8
AL;Los Bronces;6-Mar;V 0h T0 R2;E00;V;0h;R2;10;9.88;23.09;29.52;0(00-39);425.4096827;41.8086793;8.967544867;42.75958987;12.10594908;;;;;377.3
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;1;9.85;23.28;28.56;0(00-39);443.9039477;62.34855517;20.0235754;65.48500519;17.80470204;18.9;3.48;4.1;0.62;327.3
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;2;12.01;24.99;30.7;0(00-39);437.7206207;50.58252867;12.39492338;52.07903928;13.76865566;;;;;280.2
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;3;10.00;23.69;28.25;0(00-39);436.8089224;34.14637239;5.344468355;34.56209035;8.895560136;;;;;401.3
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;4;11.07;24.15;28.91;0(00-39);447.1526201;42.84339128;2.251194128;42.9024947;3.00782475;;;;;291.3
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;5;9.58;22.44;29.11;0(00-39);454.1295052;42.77337237;1.020987116;42.78555595;1.367372812;;;;;329.4
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;6;9.82;22.55;30.57;0(00-39);449.9013647;66.34259156;21.40701945;69.71083084;17.8835334;;;;;330.3
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;7;11.62;23.57;32.86;0(00-39);438.0237074;52.96355313;12.34711894;54.38372281;13.12269187;;;;;311
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;8;10.10;23.22;28.03;0(00-39);437.594215;38.05992999;2.593340815;38.14818065;3.898014693;;;;;306.9
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;9;10.50;24.19;28.8;0(00-39);436.0208965;46.65775637;9.198087775;47.55576777;11.15225639;;;;;319.3
AL;Los Bronces;6-Mar;V 0h T0 R3;E00;V;0h;R3;10;10.40;22.63;32.2;0(00-39);448.5069459;61.43680489;19.96328914;64.59886925;18.00106384;;;;;329.2
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;1;13.13;26.21;31.3;0(00-39);432.0907512;30.4952455;1.624247695;30.53847047;3.048825596;19.2;3.52;4.05;0.61;267.6
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;2;8.50;21.14;32;0(00-39);452.8548595;51.24009113;4.472315309;51.43489616;4.988224012;;;;;279.5
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;3;13.81;25.81;32.81;0(00-39);434.4109034;36.37019737;5.055714066;36.71990606;7.913804946;;;;;379.6
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;4;10.98;24.47;30.33;0(00-39);434.9488456;43.45580313;4.923686111;43.73384857;6.464233408;;;;;353.7
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;5;11.33;24.61;29.78;0(00-39);442.2498691;68.46150038;21.84372796;71.86185;17.69610813;;;;;298.4
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;6;11.28;23.28;31.74;0(00-39);438.5531374;52.57266391;8.839761727;53.31065914;9.54464244;;;;;261.9
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;7;12.11;23.62;33.21;0(00-39);435.8425745;55.71782007;12.36670221;57.07373123;12.51407306;;;;;350.1
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;8;11.18;23.95;31.24;0(00-39);447.6614197;57.37069891;15.92504008;59.53993614;15.51366591;;;;;282.5
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;9;10.30;23.88;29.88;0(00-39);433.0216903;39.42134371;6.621567253;39.97358494;9.534913383;;;;;295.8
AL;Los Bronces;6-Mar;V 0h T0 R4;E00;V;0h;R4;10;11.33;24.68;29.23;0(00-39);437.0625401;37.78182113;-1.686971133;37.81946429;357.4434221;;;;;295.02
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;1;8.03;21.67;27.27;0(00-39);431.2599901;49.73447576;4.158841578;49.90805589;4.780003974;17.1;3.38;3.95;0.59;346.8
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;2;9.22;22.58;28.48;0(40-79);446.6427001;68.87358832;23.76518419;72.85845969;19.03725647;;;;;375.6
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;3;8.56;21.55;29.61;0(40-79);453.1859885;92.17887365;27.69787665;96.25028373;16.72445422;;;;;304.8
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;4;8.26;20.81;29.43;0(40-79);435.8170884;57.62569798;13.20633422;59.11961038;12.90782914;;;;;296.8
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;5;8.65;22.56;27.26;0(40-79);437.4424351;43.72759388;1.404686256;43.75014983;1.839912056;;;;;392
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;6;9.19;22.8;28.99;0(40-79);435.4599811;59.376274;9.602382441;60.14771536;9.186388264;;;;;284.9
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;7;9.32;22.78;28.02;0(40-79);438.7293404;44.33291552;6.485635253;44.80480849;8.322982448;;;;;313.7
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;8;8.89;21.53;30.26;0(40-79);432.4532424;63.42226868;15.09880301;65.19476985;13.39101259;;;;;394.5
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;9;8.66;22.53;26.96;0(40-79);438.8048141;41.0422309;-1.324046331;41.0635826;358.1522455;;;;;357.3
AL;Los Bronces;6-Mar;A 0h T0 R1;E00;A;0h;R1;10;9.47;22.12;29.15;0(40-79);440.2840684;73.16414971;23.49360292;76.8436216;17.80224641;;;;;303.7
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;1;7.29;20.19;28.15;0(40-79);450.2606348;44.96031012;3.434419045;45.09129317;4.36821524;20.3;3.45;3.65;0.55;287.4
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;2;7.54;21.49;25.99;0(40-79);457.1468368;42.88161808;3.445201771;43.01979294;4.593400317;;;;;285.7
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;3;7.88;22.27;24.21;0(40-79);442.0763647;51.25084483;9.690609208;52.15895899;10.70719037;;;;;261.8
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;4;6.61;20.18;26.18;0(40-79);441.405899;46.55453172;6.981095428;47.07504771;8.528256807;;;;;247.2
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;5;6.22;19.31;25.52;0(40-79);439.508031;44.9869359;5.447805436;45.31559318;6.904754769;;;;;298.4
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;6;8.15;21.54;26.72;0(40-79);447.1041046;40.59749933;3.807177203;40.77562446;5.357450194;;;;;319.4
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;7;7.30;20.94;26.64;0(40-79);463.5216494;27.96766441;-1.78101348;28.02431554;356.3562581;;;;;275.9
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;8;7.10;20.94;24.97;0(40-79);470.2600168;48.37790058;-7.380414955;48.93763162;351.325975;;;;;271.8
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;9;7.61;20.53;28.23;0(40-79);460.6076593;26.7878345;-14.71322869;30.56251259;331.2221911;;;;;257.4
AL;Los Bronces;6-Mar;A 0h T0 R2;E00;A;0h;R2;10;8.00;21.15;28.35;0(40-79);440.8830636;44.83645093;3.43072287;44.96751263;4.375539629;;;;;295.7
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;1;11.53;23.13;33.1;0(40-79);450.1409396;43.05822494;-3.335708297;43.18723984;355.5701603;18.2;3.59;4.95;0.74;382.1
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;2;10.00;23.4;28.94;0(40-79);455.8884616;42.41006927;-2.7378058;42.49834769;356.3063641;;;;;305.3
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;3;8.79;21.99;28.24;0(40-79);446.9584973;49.58879165;5.417810396;49.88387442;6.23510516;;;;;311.9
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;4;9.23;22.59;28.68;0(40-79);434.2056347;25.67459451;1.83270886;25.73992279;4.082972969;;;;;312.8
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;5;10.55;23.88;30.98;0(40-79);436.2753985;30.50340849;1.025490142;30.52064153;1.925494197;;;;;322.3
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;6;10.11;24.05;29.22;0(40-79);446.4238185;45.98477728;3.671437549;46.13110875;4.564828127;;;;;272.9
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;7;13.99;26.28;32.17;0(40-79);434.487831;35.49541154;1.530216243;35.52838023;2.468507188;;;;;342.2
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;8;9.31;21.39;30.81;0(40-79);435.0255898;33.0688094;0.137168008;33.06909389;0.237659081;;;;;271.6
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;9;9.05;22.01;30.06;0(40-79);444.5181036;50.20666389;11.0202588;51.40189882;12.37997718;;;;;318
AL;Los Bronces;6-Mar;A 0h T0 R3;E00;A;0h;R3;10;11.94;25.13;31.29;0(40-79);440.5088758;27.84658942;-4.372226375;28.18774389;351.0767718;;;;;335.4
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;1;9.84;23.26;28.51;0(40-79);434.8976683;27.29642922;-0.530864473;27.30159089;358.8858448;17.5;3.36;3.65;0.55;359.8
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;2;10.00;23.91;28.52;0(40-79);431.2599901;23.64547789;-2.342257642;23.76120358;354.3428887;;;;;327.7
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;3;9.10;22.99;27.57;0(40-79);439.9088963;18.95140068;-8.455457724;20.75211683;335.9552285;;;;;391
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;4;8.58;22.17;29.18;0(40-79);439.6834964;41.38274245;6.789966779;41.93608257;9.317909299;;;;;342
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;5;7.86;22.03;26.22;0(40-79);433.6144419;40.02041829;4.02368152;40.2221816;5.741265512;;;;;392.9
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;6;9.70;22.15;30.77;0(40-79);431.5978587;38.45231606;3.631084552;38.62337874;5.394492049;;;;;321.1
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;7;7.25;20.22;27.98;0(40-79);427.9848741;23.82988858;1.785046102;23.89665205;4.283903936;;;;;347.4
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;8;9.49;23.35;27.91;0(40-79);441.2815228;23.23516309;-4.585332292;23.68328685;348.8364375;;;;;318
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;9;8.59;22.2;27.19;0(40-79);439.3575245;24.23768402;-8.046009681;25.53827712;341.6357529;;;;;351.5
AL;Los Bronces;6-Mar;A 0h T0 R4;E00;A;0h;R4;10;9.24;22.62;28.14;0(40-79);429.8248656;35.17153366;3.644901173;35.35989372;5.916563809;;;;;340.4
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;1;10.61;22.79;30.79;0(80-119);437.6447857;82.08708168;25.26829362;85.88815775;17.10957041;18.4;3.59;3.75;0.56;346.8
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;2;11.64;24.78;31.5;;441.8530943;61.07816543;13.44151104;62.53971947;12.41127907;;;;;375.6
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;3;11.26;23.93;30.88;;432.995883;47.66904382;6.117939847;48.06003461;7.313474083;;;;;304.8
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;4;10.43;22.71;30.88;;442.4479991;80.34478615;21.04057893;83.05414272;14.67498959;;;;;296.8
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;5;11.75;24.61;31.45;;459.3445386;98.65637056;36.87751292;105.3234561;20.49562167;;;;;392
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;6;11.80;23.99;33.19;;443.9531405;65.07925566;8.577319942;65.64205919;7.508198125;;;;;284.9
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;7;12.58;23.4;35.36;;439.6333772;78.21252698;22.87543495;81.48917045;16.30303108;;;;;313.7
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;8;9.47;22.42;28.75;;451.0729372;84.13994779;27.32026356;88.4642731;17.98862748;;;;;394.5
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;9;11.31;24.37;30.56;;452.333567;89.18080713;25.96959229;92.88506922;16.23564351;;;;;357.3
AL;Los Bronces;6-Mar;V 3h T0 R1;E03;V;3h;R1;10;14.57;27.87;30.6;;432.3497333;50.23806502;9.929897313;51.21001892;11.18078505;;;;;303.7
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;1;8.55;21.61;29.71;0(80-119);437.9479736;59.2664405;12.74886041;60.62214456;12.13995622;18.8;3.54;4.25;0.64;287.4
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;2;10.23;23.98;28.68;;459.045;60.25221628;3.3141649;60.34329504;3.148373887;;;;;285.7
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;3;6.99;19.92;28.56;;452.5232621;55.04130952;1.777278347;55.06999612;1.849432372;;;;;261.8
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;4;8.00;21.88;27.34;;460.3326404;54.03248556;11.40643013;55.22332971;11.92030412;;;;;247.2
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;5;10.09;22.88;32.49;;428.7226983;58.93139919;16.15792196;61.10636835;15.33266312;;;;;298.4
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;6;8.30;20.83;29.44;;453.8704157;36.42113764;-8.680431762;37.44127619;346.5945027;;;;;319.4
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;7;9.03;22.46;28.34;;455.3738609;52.57934187;-1.793317608;52.60991522;358.0465766;;;;;275.9
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;8;8.29;22.83;25.69;;425.1424854;37.43863497;4.421955283;37.69887368;6.736115755;;;;;271.8
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;9;8.94;21.32;30.88;;475.1399344;65.111407;-1.419075374;65.12686924;358.7514606;;;;;257.4
AL;Los Bronces;6-Mar;V 3h T0 R2;E03;V;3h;R2;10;8.95;21.43;30.72;;439.3575245;46.16217018;-0.95557929;46.1720596;358.814119;;;;;295.7
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;1;8.61;22.31;27.53;0(80-119);451.382778;14.13499899;-12.5318882;18.89037899;318.4402618;19.3;3.53;3.95;0.59;382.1
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;2;7.85;20.16;28.76;;458.1441102;20.29628331;-19.37959694;28.06257104;316.3235476;;;;;305.3
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;3;8.50;22.6;27.53;;448.7961332;15.32575432;-16.92426002;22.83219925;312.162397;;;;;311.9
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;4;7.96;21.22;27.69;;442.0267678;18.95409873;-7.084162192;20.23470318;339.5065907;;;;;312.8
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;5;7.06;21.31;25.1;;440.0090026;18.62782639;-3.935717947;19.03905964;348.0699074;;;;;322.3
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;6;8.72;22.05;27.67;;434.4109034;28.19063118;-0.95994566;28.20697045;358.0497212;;;;;272.9
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;7;9.19;23.06;28.44;;459.137206;16.11541885;-21.00332843;26.47350619;307.4982797;;;;;342.2
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;8;8.50;21.33;29.2;;486.1505814;17.4732562;-23.40411911;29.20731883;306.7446111;;;;;271.6
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;9;7.53;20.92;26.96;;464.5377316;15.61930682;-20.60688593;25.85742627;307.1608688;;;;;318
AL;Los Bronces;6-Mar;V 3h T0 R3;E03;V;3h;R3;10;7.65;21.48;27.07;;439.9839801;25.40381145;-10.25078766;27.39401912;338.0252459;;;;;335.4
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;1;11.68;24.2;33.11;0(80-119);427.5886003;25.65112697;1.295217582;25.68380625;2.890614836;17.8;3.61;3.75;0.56;359.8
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;2;10.43;24.14;29.86;;437.2145745;34.22750945;3.762062892;34.43363937;6.272397527;;;;;327.7
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;3;11.45;24.54;31.02;;441.4307661;53.82651074;13.91389926;55.59577189;14.49343188;;;;;391
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;4;10.29;23.29;29.88;;433.356916;31.41862971;-4.600963076;31.75372662;351.6687886;;;;;342
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;5;9.85;22.64;30.09;;448.6033817;50.79459265;4.788079637;51.0197643;5.38499267;;;;;392.9
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;6;12.65;25.52;33.28;;438.9054068;47.373777;7.723012525;47.99916322;9.259075385;;;;;321.1
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;7;11.77;24.35;30.99;;438.5027687;40.11434574;2.751694829;40.20861299;3.924130015;;;;;347.4
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;8;9.90;23.3;30.37;;436.8596687;36.61711763;3.224757417;36.75884062;5.032879336;;;;;318
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;9;11.31;24.92;30.53;;439.4829535;31.73509694;-5.816867681;32.26379283;349.6132967;;;;;351.5
AL;Los Bronces;6-Mar;V 3h T0 R4;E03;V;3h;R4;10;9.60;21.87;32.01;;455.1630183;23.62806332;-8.230940542;25.02066663;340.7939917;;;;;340.4
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;1;9.12;23.23;26.79;0(80-119);463.8834161;73.64344718;16.49810405;75.46883297;12.62729772;17.5;3.57;3.75;0.56;346.8
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;2;9.19;22.65;28.88;;466.3782883;91.84674698;40.55439927;100.4016147;23.82357818;;;;;375.6
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;3;9.59;24.33;27.75;;428.2222992;30.80837537;0.766259032;30.81790301;1.424754094;;;;;304.8
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;4;9.36;23.21;28.54;;447.5645915;67.5916015;10.93783777;68.4708762;9.192059529;;;;;296.8
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;5;9.63;22.55;30.61;;448.4345928;36.70444838;-5.306866816;37.08610746;351.7729724;;;;;392
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;6;9.91;23.34;28.29;;430.6348879;48.94645428;5.73580612;49.2813845;6.683741141;;;;;284.9
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;7;8.57;23;26.45;;441.4804923;53.4050453;6.998973557;53.86171641;7.466320557;;;;;313.7
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;8;8.92;22.34;27.87;;466.355927;90.86098174;35.39591641;97.51199363;21.28395997;;;;;394.5
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;9;9.30;23.29;28.35;;438.4775801;35.53474608;-5.05593653;35.892627;351.9022232;;;;;357.3
AL;Los Bronces;6-Mar;A 3h T0 R1;E03;A;3h;R1;10;9.74;23.93;28.21;;434.0258708;40.74136294;3.55914442;40.89652996;4.992654665;;;;;303.7
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;1;10.00;23.4;28.52;0(80-119);419.2902359;40.25589198;2.748179424;40.34958896;3.905394822;19.4;3.56;3.85;0.58;287.4
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;2;8.46;22.16;27.75;;428.064044;39.872311;6.277452936;40.36344386;8.947142803;;;;;285.7
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;3;9.23;22.2;30.03;;424.7410817;30.54172452;3.414448147;30.73199298;6.378961731;;;;;261.8
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;4;9.63;23.2;28.57;;430.7913275;43.3540965;6.739788336;43.87484963;8.836417924;;;;;247.2
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;5;10.30;23.2;28.24;;428.1959312;53.44490775;13.85118019;55.21062722;14.52952573;;;;;298.4
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;6;7.97;21.48;26.08;;438.4523887;59.80660685;15.48747209;61.7793818;14.51834549;;;;;319.4
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;7;8.54;22.13;27.34;;430.6609688;32.67651501;4.162661421;32.94058869;7.259806941;;;;;275.9
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;8;8.34;22.48;26.2;;428.6437627;35.70291596;6.300335818;36.25455061;10.00770159;;;;;271.8
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;9;10.00;23.64;28.1;;431.233979;42.21275944;8.354943086;43.03164107;11.19554826;;;;;257.4
AL;Los Bronces;6-Mar;A 3h T0 R2;E03;A;3h;R2;10;10.17;23.21;28.01;;429.1432152;38.33155725;4.207799959;38.56181871;6.26449172;;;;;295.7
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;1;9.21;23.12;27.67;0(80-119);419.1803696;15.53092189;-0.534485631;15.54011614;358.0289844;17.9;3.56;3.8;0.57;382.1
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R2;2;9.66;22.16;31.4;;439.7837017;23.15368549;-2.187028475;23.25674623;354.6040204;;;;;305.3
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;3;10.00;24.15;27.13;;422.6959749;23.49168857;-0.820359204;23.50600819;357.9999723;;;;;311.9
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;4;8.32;22.23;26.17;;432.892624;17.16589502;-6.476848404;18.34713921;339.3280524;;;;;312.8
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;5;9.52;22.17;29.74;;427.9584778;13.93320769;-3.06401576;14.26613014;347.5976411;;;;;322.3
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;6;8.69;22.23;27.69;;440.932909;10.21116335;-8.223372167;13.11074775;321.1544096;;;;;272.9
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;7;10.00;23.3;26.91;;418.98797;16.00385059;-1.545707624;16.07832223;354.4832856;;;;;342.2
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;8;10.94;24.89;28.2;;428.827902;13.83786925;-5.024584201;14.72185694;340.0438434;;;;;271.6
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;9;9.09;21.55;30.79;;423.7747177;23.00599947;3.090709912;23.21267971;7.651511511;;;;;318
AL;Los Bronces;6-Mar;A 3h T0 R3;E03;A;3h;R3;10;11.84;24.86;31.97;;439.5581778;54.83173607;12.15350591;56.16250516;12.49761228;;;;;335.4
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;1;10.46;23.12;28.83;0(80-119);439.6834964;35.55635921;-3.809966928;35.75990112;353.8839277;18.1;3.44;4.2;0.63;359.8
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;2;11.27;24.17;30.57;;443.7316898;57.69094438;16.86780838;60.10630602;16.29798319;;;;;327.7
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;3;10.18;24.06;29.19;;450.0930443;69.65424198;19.53006138;72.34042247;15.66274288;;;;;391
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;4;10.00;23.71;30.16;;437.366507;36.04267154;-0.610434689;36.04784046;359.029706;;;;;342
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;5;9.27;21.85;30.63;;437.594215;52.49858012;8.918264037;53.25069341;9.641156222;;;;;392.9
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;6;10.33;22.38;31.67;;450.5715551;65.52482906;14.49238783;67.10836407;12.47156201;;;;;321.1
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;7;9.73;22.72;31.39;;453.4458338;70.04168644;23.33460914;73.82643039;18.42565745;;;;;347.4
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;8;10.20;22.78;31.47;;435.2045581;58.67959032;13.22866179;60.15223863;12.70431616;;;;;318
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;9;9.89;21.8;31.79;;450.5476528;68.77572866;21.6000294;72.08787778;17.43566349;;;;;351.5
AL;Los Bronces;6-Mar;A 3h T0 R4;E03;A;3h;R4;10;9.56;22.03;31.09;;437.0878862;52.99313537;10.73363426;54.06924542;11.45021804;;;;;340.4
AL;Los Bronces;6-Mar;V 18h T0 R1;E18;V;18h;R1;1;11.23;22.7;32.58;0(120-159);443.1647887;58.39630374;19.61849887;61.60368324;18.57000408;19.9;3.51;4.45;0.67;337.5
AL;Los Bronces;6-Mar;V 18h T0 R1;E18;V;18h;R1;2;10.23;22.81;30.6;;421.8834226;25.95021797;2.250325563;26.04760599;4.956120975;;;;;315.9
AL;Los Bronces;6-Mar;V 18h T0 R1;E18;V;18h;R1;3;9.36;21.12;30.55;;434.7440667;27.41145021;-2.357828929;27.51266908;355.0837354;;;;;286.9
AL;Los Bronces;6-Mar;V 18h T0 R1;E18;V;18h;R1;4;9.68;22.17;31.26;;433.768816;30.84872904;4.251920245;31.14037427;7.847705215;;;;;291.3
